,brand,model,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
2271,Maruti,Ertiga ZXI+ SHVS,Manual,2021.0,Petrol,1462.0,45969.0,1st owner,941000,17911.0,True,No,TS15,2021 Maruti Ertiga ZXI+ SHVS
2272,Hyundai,VENUE SX 1.0 TURBO,Manual,2021.0,Petrol,998.0,22735.0,1st owner,911000,17340.0,True,No,TS10,2021 Hyundai VENUE SX 1.0 TURBO
2273,Hyundai,Eon ERA +,Manual,2017.0,Petrol,814.0,32907.0,2nd owner,291000,5689.0,True,No,TS07,2017 Hyundai Eon ERA +
2274,Hyundai,Verna 1.6 VTVT SX,Manual,2017.0,Petrol,1591.0,24452.0,1st owner,757000,14791.0,True,Yes,TS09,2017 Hyundai Verna 1.6 VTVT SX
2275,KIA,SELTOS HTE 1.5 PETROL,Manual,2019.0,Petrol,1497.0,63457.0,2nd owner,837000,15932.0,True,Yes,TS15,2019 KIA SELTOS HTE 1.5 PETROL
2276,Hyundai,Elite i20 SPORTZ PLUS 1.2,Manual,2019.0,Petrol,1197.0,21458.0,1st owner,659000,12876.0,True,No,TS07,2019 Hyundai Elite i20 SPORTZ PLUS 1.2
2277,Volkswagen,Polo COMFORTLINE 1.0L MPI,Manual,2018.0,Petrol,999.0,47445.0,2nd owner,526000,10284.0,True,No,TS08,2018 Volkswagen Polo COMFORTLINE 1.0L MPI
2278,Maruti,Baleno ALPHA PETROL 1.2,Manual,2018.0,Petrol,1197.0,40340.0,1st owner,614000,12001.0,True,No,TS10,2018 Maruti Baleno ALPHA PETROL 1.2
2279,Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2019.0,Petrol,1462.0,83454.0,1st owner,766000,14982.0,True,No,TS07,2019 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
2280,Maruti,Swift Dzire VXI (O),Manual,2017.0,Petrol,1197.0,56406.0,1st owner,507000,9916.0,True,No,TS08,2017 Maruti Swift Dzire VXI (O)
2281,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021.0,Petrol,998.0,56036.0,1st owner,1031000,19624.0,True,No,TS09,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
2282,Maruti,Baleno DELTA DIESEL 1.3,Manual,2018.0,Diesel,1248.0,86448.0,1st owner,644000,12584.0,True,No,TS08,2018 Maruti Baleno DELTA DIESEL 1.3
2283,Honda,BR-V 1.5L I-VTEC V,Manual,2016.0,Petrol,1497.0,76286.0,2nd owner,644000,12581.0,True,Yes,MH02,2016 Honda BR-V 1.5L I-VTEC V
2284,Volkswagen,Polo COMFORTLINE 1.2L,Manual,2015.0,Petrol,1198.0,66024.0,2nd owner,382000,7461.0,True,Yes,MH48,2015 Volkswagen Polo COMFORTLINE 1.2L
2285,Tata,Tiago XZ PETROL,Manual,2016.0,Petrol,1199.0,33423.0,1st owner,391000,7647.0,True,Yes,MH03,2016 Tata Tiago XZ PETROL
2287,Maruti,Wagon R 1.0 LXI CNG,Manual,2013.0,CNG,998.0,64451.0,2nd owner,276000,13000.0,True,No,MH02,2013 Maruti Wagon R 1.0 LXI CNG
2288,Tata,NEXON XE PETROL,Manual,2021.0,Petrol,1199.0,27603.0,2nd owner,632000,12354.0,True,No,MH48,2021 Tata NEXON XE PETROL
2289,KIA,SONET GTX PLUS 1.0 IMT,Manual,2020.0,Petrol,998.0,35415.0,1st owner,953000,18139.0,True,Yes,MH02,2020 KIA SONET GTX PLUS 1.0 IMT
2290,Tata,Harrier XZ 2.0L,Manual,2019.0,Diesel,1956.0,57103.0,1st owner,1237000,23538.0,True,No,MH47,2019 Tata Harrier XZ 2.0L
2291,Honda,City 1.5L I-VTEC VX,Manual,2014.0,Petrol,1497.0,34473.0,2nd owner,525000,11680.0,True,Yes,MH03,2014 Honda City 1.5L I-VTEC VX
2292,Maruti,XL6 ALPHA PLUS MT,Manual,2023.0,Petrol,1462.0,21398.0,1st owner,1161000,22099.0,True,No,MH04,2023 Maruti XL6 ALPHA PLUS MT
2294,Maruti,Baleno ZETA PETROL 1.2,Manual,2017.0,Petrol,1197.0,94021.0,2nd owner,491000,9591.0,True,Yes,MH02,2017 Maruti Baleno ZETA PETROL 1.2
2296,Maruti,New Wagon-R LXI CNG 1.0,Manual,2020.0,CNG,998.0,25298.0,1st owner,532000,10398.0,True,Yes,MH05,2020 Maruti New Wagon-R LXI CNG 1.0
2297,Hyundai,VENUE SX 1.0 (O) TURBO,Manual,2021.0,Petrol,998.0,24125.0,2nd owner,869000,16541.0,True,Yes,MH03,2021 Hyundai VENUE SX 1.0 (O) TURBO
2298,Renault,TRIBER RXZ AMT,Automatic,2022.0,Petrol,999.0,55853.0,1st owner,631000,12344.0,True,No,MH46,2022 Renault TRIBER RXZ AMT
2299,Tata,NEXON XM PETROL,Manual,2021.0,Petrol,1199.0,16202.0,1st owner,810000,15413.0,True,No,MH46,2021 Tata NEXON XM PETROL
2300,Honda,Jazz 1.2L I-VTEC V AT,Automatic,2018.0,Petrol,1199.0,29442.0,1st owner,623000,12183.0,True,Yes,MH03,2018 Honda Jazz 1.2L I-VTEC V AT
2301,Honda,City 1.5L I-VTEC SV,Manual,2018.0,Petrol,1497.0,29156.0,2nd owner,646000,12625.0,True,Yes,MH02,2018 Honda City 1.5L I-VTEC SV
2302,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,2016.0,Diesel,1248.0,72213.0,1st owner,727000,14208.0,True,Yes,MH04,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE
2303,Maruti,Swift VXI,Manual,2017.0,Petrol,1197.0,74579.0,1st owner,488000,9536.0,True,No,MH46,2017 Maruti Swift VXI
2304,Honda,City 1.5L I-VTEC SV,Manual,2017.0,Petrol,1497.0,36479.0,1st owner,634000,12398.0,True,Yes,MH04,2017 Honda City 1.5L I-VTEC SV
2305,Tata,NEXON XM PETROL,Manual,2022.0,Petrol,1199.0,5448.0,2nd owner,793000,15505.0,True,Yes,MH01,2022 Tata NEXON XM PETROL
2306,Honda,Amaze 1.5L I-DTEC VX CVT,Automatic,2019.0,Diesel,1498.0,44280.0,2nd owner,699000,13666.0,True,Yes,MH05,2019 Honda Amaze 1.5L I-DTEC VX CVT
2307,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2021.0,Petrol,1197.0,16808.0,1st owner,686000,13414.0,True,Yes,MH47,2021 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
2308,Maruti,Celerio ZXI AMT,Automatic,2016.0,Petrol,998.0,42692.0,1st owner,391000,7645.0,True,No,MH04,2016 Maruti Celerio ZXI AMT
2309,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2019.0,Petrol,1197.0,36504.0,1st owner,517000,10108.0,True,Yes,MH01,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
2310,Tata,Tiago XZA PLUS PETROL,Automatic,2021.0,Petrol,1199.0,13005.0,1st owner,631000,12336.0,True,Yes,MH47,2021 Tata Tiago XZA PLUS PETROL
2311,Tata,Tiago XZA PLUS PETROL,Automatic,2022.0,Petrol,1199.0,16366.0,1st owner,686000,13414.0,True,Yes,MH47,2022 Tata Tiago XZA PLUS PETROL
2312,Hyundai,Creta SX AT 1.6 PETROL,Automatic,2019.0,Petrol,1591.0,47015.0,2nd owner,1008000,19186.0,True,Yes,MH47,2019 Hyundai Creta SX AT 1.6 PETROL
2313,Maruti,IGNIS ZETA 1.2 AMT,Automatic,2018.0,Petrol,1197.0,76787.0,2nd owner,457000,8941.0,True,Yes,MH47,2018 Maruti IGNIS ZETA 1.2 AMT
2314,Maruti,BREZZA ZXI SMART HYBRID,Manual,2022.0,Petrol,1462.0,18859.0,1st owner,1106000,21052.0,True,Yes,MH43,2022 Maruti BREZZA ZXI SMART HYBRID
2315,Maruti,New Wagon-R ZXI 1.2 AMT,Automatic,2021.0,Petrol,1197.0,26550.0,1st owner,612000,11972.0,True,Yes,MH04,2021 Maruti New Wagon-R ZXI 1.2 AMT
2316,Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021.0,Petrol,998.0,15020.0,1st owner,936000,17816.0,True,Yes,MH43,2021 Hyundai VENUE SX 1.0 TURBO IMT
2317,Maruti,Wagon R 1.0 LXI CNG,Manual,2015.0,CNG,998.0,52646.0,1st owner,353000,9290.0,True,Yes,MH03,2015 Maruti Wagon R 1.0 LXI CNG
2318,Tata,NEXON XZA PLUS SUNROOF DIESEL,Automatic,2020.0,Diesel,1497.0,75525.0,2nd owner,936000,17816.0,True,No,MH15,2020 Tata NEXON XZA PLUS SUNROOF DIESEL
2319,Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021.0,Petrol,998.0,16372.0,1st owner,924000,17587.0,True,Yes,MH01,2021 Hyundai VENUE SX 1.0 TURBO IMT
2320,Maruti,Baleno ZETA DIESEL 1.3,Manual,2017.0,Diesel,1248.0,107722.0,2nd owner,521000,11589.0,True,Yes,MH47,2017 Maruti Baleno ZETA DIESEL 1.3
2321,Ford,Ecosport TITANIUM 1.5L PETROL AT,Automatic,2017.0,Petrol,1499.0,46031.0,2nd owner,558000,10914.0,True,Yes,MH05,2017 Ford Ecosport TITANIUM 1.5L PETROL AT
2322,Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2018.0,Petrol,1197.0,15600.0,1st owner,674000,13177.0,True,Yes,MH02,2018 Maruti Baleno ALPHA CVT PETROL 1.2
2323,Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2022.0,Petrol,998.0,28720.0,1st owner,636000,12442.0,True,Yes,MH46,2022 Maruti New Wagon-R VXI 1.0 AMT
2324,Volkswagen,Ameo COMFORTLINE 1.0L,Manual,2019.0,Petrol,999.0,34651.0,2nd owner,483000,9441.0,True,No,MH05,2019 Volkswagen Ameo COMFORTLINE 1.0L
2325,Tata,NEXON XZA PLUS (O) PETROL,Automatic,2021.0,Petrol,1199.0,26213.0,1st owner,1015000,19320.0,True,No,MH05,2021 Tata NEXON XZA PLUS (O) PETROL
2326,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2017.0,Petrol,1197.0,113853.0,2nd owner,523000,11634.0,True,No,MH03,2017 Maruti Baleno ZETA CVT PETROL 1.2
2327,Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2023.0,Petrol,998.0,3883.0,1st owner,696000,13613.0,True,Yes,MH47,2023 Maruti New Wagon-R VXI 1.0 AMT
2328,Honda,WR-V 1.2L I-VTEC VX MT,Manual,2018.0,Petrol,1199.0,59962.0,1st owner,648000,12669.0,True,No,MH43,2018 Honda WR-V 1.2L I-VTEC VX MT
2329,Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2016.0,Petrol,1591.0,83626.0,1st owner,854000,16255.0,True,Yes,MH02,2016 Hyundai Creta SX PLUS AT 1.6 PETROL
2330,Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2018.0,Petrol,1462.0,57363.0,1st owner,741000,14478.0,True,Yes,MH04,2018 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
2331,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2018.0,Petrol,1197.0,43340.0,1st owner,619000,12102.0,True,Yes,MH03,2018 Maruti Baleno ZETA CVT PETROL 1.2
2332,Maruti,Dzire LXI,Manual,2017.0,Petrol,1197.0,89378.0,2nd owner,431000,8426.0,True,Yes,MH03,2017 Maruti Dzire LXI
2333,Honda,City 1.5L I-VTEC VX CVT,Automatic,2019.0,Petrol,1497.0,54768.0,1st owner,861000,16388.0,True,No,MH01,2019 Honda City 1.5L I-VTEC VX CVT
2334,Volkswagen,Polo TRENDLINE 1.0L,Manual,2019.0,Petrol,999.0,40729.0,2nd owner,433000,8457.0,True,No,MH02,2019 Volkswagen Polo TRENDLINE 1.0L
2335,Maruti,Baleno DELTA PETROL 1.2,Manual,2016.0,Petrol,1197.0,43408.0,1st owner,505000,9873.0,True,Yes,MH01,2016 Maruti Baleno DELTA PETROL 1.2
2336,Volkswagen,Vento HIGHLINE 1.6 MPI,Manual,2014.0,Petrol,1598.0,92515.0,1st owner,376000,8374.0,True,Yes,MH02,2014 Volkswagen Vento HIGHLINE 1.6 MPI
2337,Tata,PUNCH CREATIVE  AMT,Automatic,2023.0,Petrol,1199.0,9870.0,1st owner,907000,17264.0,True,Yes,MH05,2023 Tata PUNCH CREATIVE  AMT
2338,Honda,Amaze 1.2L I-VTEC VX,Manual,2018.0,Petrol,1199.0,58121.0,1st owner,576000,11261.0,True,Yes,MH05,2018 Honda Amaze 1.2L I-VTEC VX
2339,Tata,Tiago XZ PETROL,Manual,2018.0,Petrol,1199.0,90384.0,1st owner,388000,7577.0,True,No,MH14,2018 Tata Tiago XZ PETROL
2340,Maruti,IGNIS DELTA 1.2 AMT,Automatic,2017.0,Petrol,1197.0,24700.0,2nd owner,457000,8928.0,True,Yes,MH46,2017 Maruti IGNIS DELTA 1.2 AMT
2341,Volkswagen,Polo HIGHLINE1.2L,Manual,2014.0,Petrol,1198.0,100662.0,2nd owner,342000,7608.0,True,No,MH04,2014 Volkswagen Polo HIGHLINE1.2L
2342,Maruti,Alto K10 VXI,Manual,2014.0,Petrol,998.0,31880.0,2nd owner,206000,4590.0,True,No,MH48,2014 Maruti Alto K10 VXI
2343,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,2017.0,Diesel,1582.0,57368.0,2nd owner,844000,16065.0,True,Yes,MH01,2017 Hyundai Verna 1.6 SX (O) CRDI MT
2344,Volkswagen,Ameo HIGHLINE1.2L,Manual,2016.0,Petrol,1198.0,12091.0,1st owner,484000,9461.0,True,No,MH06,2016 Volkswagen Ameo HIGHLINE1.2L
2345,KIA,SELTOS HTK PLUS 1.5,Manual,2020.0,Petrol,1497.0,15160.0,1st owner,1044000,19872.0,True,No,MH04,2020 KIA SELTOS HTK PLUS 1.5
2346,Nissan,MAGNITE XV MT,Manual,2022.0,Petrol,999.0,33160.0,1st owner,652000,12747.0,True,No,MH47,2022 Nissan MAGNITE XV MT
2347,Honda,BR-V 1.5L I-VTEC V CVT,Automatic,2017.0,Petrol,1497.0,75984.0,2nd owner,620000,12121.0,True,Yes,MH03,2017 Honda BR-V 1.5L I-VTEC V CVT
2348,Maruti,Swift VXI O,Manual,2016.0,Petrol,1197.0,36116.0,1st owner,426000,8328.0,True,Yes,MH46,2016 Maruti Swift VXI O
2349,Maruti,Swift Dzire VXI,Manual,2013.0,Petrol,1197.0,33244.0,1st owner,379000,9991.0,True,No,MH02,2013 Maruti Swift Dzire VXI
2350,Renault,Kiger RXL MT,Manual,2021.0,Petrol,999.0,46060.0,1st owner,528000,10323.0,True,No,MH43,2021 Renault Kiger RXL MT
2351,Maruti,Alto 800 LXI CNG O,Manual,2017.0,CNG,796.0,76356.0,1st owner,285000,5566.0,True,No,MH47,2017 Maruti Alto 800 LXI CNG O
2352,Volkswagen,TAIGUN HIGHLINE 1.0 TSI AT,Automatic,2021.0,Petrol,999.0,49409.0,1st owner,1173000,22327.0,True,Yes,MH05,2021 Volkswagen TAIGUN HIGHLINE 1.0 TSI AT
2353,Hyundai,Creta S 1.6 PETROL,Manual,2016.0,Petrol,1591.0,45639.0,1st owner,643000,12571.0,True,Yes,MH02,2016 Hyundai Creta S 1.6 PETROL
2354,Renault,Kwid RXT 1.0 AMT (O),Automatic,2018.0,Petrol,999.0,38122.0,1st owner,361000,7058.0,True,Yes,MH04,2018 Renault Kwid RXT 1.0 AMT (O)
2355,Maruti,Celerio VXI CNG,Manual,2019.0,CNG,998.0,35436.0,1st owner,495000,9671.0,True,No,MH05,2019 Maruti Celerio VXI CNG
2356,Honda,Amaze 1.2L I-VTEC VX,Manual,2018.0,Petrol,1199.0,47710.0,2nd owner,536000,10479.0,True,Yes,MH47,2018 Honda Amaze 1.2L I-VTEC VX
2357,Maruti,Ciaz ZXI+ AT,Automatic,2016.0,Petrol,1373.0,90742.0,1st owner,544000,10635.0,True,Yes,MH47,2016 Maruti Ciaz ZXI+ AT
2358,Renault,Kwid RXT 1.0 (O),Manual,2020.0,Petrol,999.0,46581.0,1st owner,385000,7535.0,True,Yes,MH47,2020 Renault Kwid RXT 1.0 (O)
2359,Hyundai,i20 Active 1.4 SX,Manual,2015.0,Diesel,1396.0,77631.0,2nd owner,501000,11147.0,True,No,MH05,2015 Hyundai i20 Active 1.4 SX
2360,Nissan,MAGNITE XL TURBO CVT,Automatic,2022.0,Petrol,999.0,15385.0,1st owner,767000,14993.0,True,Yes,MH01,2022 Nissan MAGNITE XL TURBO CVT
2361,Volkswagen,VIRTUS GT PLUS TSI 1.5 EVO DSG,Automatic,2023.0,Petrol,1498.0,9765.0,1st owner,1642000,31254.0,True,No,MH01,2023 Volkswagen VIRTUS GT PLUS TSI 1.5 EVO DSG
2362,Tata,TIGOR XE PETROL,Manual,2021.0,Petrol,1199.0,52153.0,2nd owner,488000,9537.0,True,Yes,MH05,2021 Tata TIGOR XE PETROL
2363,Volkswagen,Polo COMFORTLINE 1.2L,Manual,2014.0,Petrol,1198.0,96926.0,2nd owner,332000,7385.0,True,No,MH43,2014 Volkswagen Polo COMFORTLINE 1.2L
2364,Honda,City 1.5L I-VTEC V MT,Manual,2016.0,CNG,1497.0,63698.0,1st owner,527000,11723.0,True,No,MH05,2016 Honda City 1.5L I-VTEC V MT
2365,Volkswagen,Polo GT TSI AT,Automatic,2015.0,Petrol,1197.0,70825.0,2nd owner,516000,10088.0,True,Yes,MH03,2015 Volkswagen Polo GT TSI AT
2366,Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2016.0,Petrol,1591.0,71757.0,1st owner,683000,13353.0,True,No,MH01,2016 Hyundai Creta SX PLUS 1.6 PETROL
2367,Honda,City 1.5L I-VTEC ZX CVT,Automatic,2017.0,Petrol,1497.0,33825.0,1st owner,749000,14643.0,True,Yes,MH43,2017 Honda City 1.5L I-VTEC ZX CVT
2368,Honda,Amaze 1.2L I-VTEC S,Manual,2013.0,Petrol,1198.0,43799.0,1st owner,314000,8269.0,True,No,MH02,2013 Honda Amaze 1.2L I-VTEC S
2369,Skoda,Rapid STYLE 1.6 MPI,Manual,2017.0,Petrol,1598.0,58664.0,1st owner,585000,11437.0,True,No,MH01,2017 Skoda Rapid STYLE 1.6 MPI
2370,Volkswagen,Polo GT TSI AT,Automatic,2015.0,Petrol,1197.0,54749.0,1st owner,538000,10518.0,True,No,MH02,2015 Volkswagen Polo GT TSI AT
2371,Volkswagen,Polo GT TSI AT,Automatic,2016.0,Petrol,1197.0,79397.0,1st owner,489000,9560.0,True,Yes,MH03,2016 Volkswagen Polo GT TSI AT
2372,Tata,NEXON XZ PLUS PETROL,Manual,2018.0,CNG,1198.0,48402.0,3rd owner,629000,12297.0,True,Yes,MH02,2018 Tata NEXON XZ PLUS PETROL
2373,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,Manual,2021.0,Petrol,1462.0,30926.0,1st owner,753000,14721.0,True,No,MH43,2021 Maruti Ciaz DELTA 1.5 SHVS MT PETROL
2374,Renault,TRIBER RXZ AMT,Automatic,2021.0,Petrol,999.0,35517.0,1st owner,658000,12859.0,True,Yes,MH04,2021 Renault TRIBER RXZ AMT
2375,Hyundai,Verna 1.6 VTVT SX O,Manual,2019.0,Petrol,1591.0,92561.0,2nd owner,837000,15932.0,True,No,MH05,2019 Hyundai Verna 1.6 VTVT SX O
2376,Maruti,Swift VXI,Manual,2014.0,Petrol,1197.0,29973.0,1st owner,388000,8631.0,True,Yes,MH04,2014 Maruti Swift VXI
2377,Ford,Ecosport TREND 1.5L PETROL,Manual,2017.0,Petrol,1499.0,27702.0,1st owner,534000,10447.0,True,Yes,MH04,2017 Ford Ecosport TREND 1.5L PETROL
2378,Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017.0,Petrol,1591.0,22614.0,1st owner,954000,18159.0,True,Yes,MH02,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
2379,Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2018.0,Petrol,1197.0,44613.0,2nd owner,573000,11202.0,True,Yes,MH47,2018 Maruti Baleno ALPHA CVT PETROL 1.2
2380,KIA,SELTOS HTX PLUS AT1.5 DIESEL,Automatic,2020.0,Diesel,1493.0,46401.0,1st owner,1349000,25677.0,True,No,MH12,2020 KIA SELTOS HTX PLUS AT1.5 DIESEL
2381,Hyundai,New Elantra 1.6 SX (O) AT DIESEL,Automatic,2018.0,Diesel,1582.0,48716.0,2nd owner,1065000,20271.0,True,No,MH02,2018 Hyundai New Elantra 1.6 SX (O) AT DIESEL
2382,Hyundai,NEW SANTRO ERA EXECUTIVE,Manual,2019.0,Petrol,1086.0,56077.0,1st owner,373000,7291.0,True,No,MH46,2019 Hyundai NEW SANTRO ERA EXECUTIVE
2383,Honda,Jazz 1.2L I-VTEC S AT,Automatic,2016.0,Petrol,1199.0,97692.0,1st owner,399000,7801.0,True,No,MH01,2016 Honda Jazz 1.2L I-VTEC S AT
2384,Nissan,MAGNITE XV PREMIUM,Manual,2021.0,Petrol,999.0,47127.0,1st owner,660000,12903.0,True,No,MH46,2021 Nissan MAGNITE XV PREMIUM
2385,Ford,FREESTYLE TITANIUM 1.5 DIESEL,Manual,2018.0,Diesel,1498.0,75160.0,1st owner,565000,11046.0,True,Yes,MH04,2018 Ford FREESTYLE TITANIUM 1.5 DIESEL
2386,Maruti,Celerio ZXI,Manual,2017.0,Petrol,998.0,27882.0,1st owner,384000,7500.0,True,No,MH47,2017 Maruti Celerio ZXI
2387,Maruti,Wagon R 1.0 LXI CNG,Manual,2014.0,CNG,998.0,99498.0,2nd owner,289000,9599.0,True,Yes,MH04,2014 Maruti Wagon R 1.0 LXI CNG
2388,Mahindra,Thar LX  P 4WD AT CONVERTIBLE,Automatic,2022.0,Petrol,1997.0,11951.0,2nd owner,1388000,26423.0,True,Yes,MH03,2022 Mahindra Thar LX  P 4WD AT CONVERTIBLE
2389,Tata,TIGOR XZ PETROL,Manual,2018.0,Petrol,1199.0,94586.0,2nd owner,395000,7722.0,True,Yes,MH46,2018 Tata TIGOR XZ PETROL
2390,Maruti,Ertiga ZXI,Manual,2013.0,Petrol,1373.0,41016.0,2nd owner,499000,13147.0,True,Yes,MH03,2013 Maruti Ertiga ZXI
2391,Hyundai,Creta SX PLUS 1.6 DIESEL,Manual,2017.0,Diesel,1582.0,97787.0,1st owner,901000,17158.0,True,No,MH04,2017 Hyundai Creta SX PLUS 1.6 DIESEL
2392,Tata,Safari XZA PLUS ADVENTURE,Automatic,2022.0,Diesel,1956.0,42408.0,1st owner,1922000,36583.0,True,Yes,MH12,2022 Tata Safari XZA PLUS ADVENTURE
2393,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2014.0,Petrol,1197.0,100116.0,1st owner,323000,7185.0,True,Yes,MH02,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
2394,Hyundai,VENUE SX 1.0 TURBO,Manual,2019.0,Petrol,998.0,34899.0,1st owner,817000,15551.0,True,No,MH47,2019 Hyundai VENUE SX 1.0 TURBO
2395,Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017.0,Petrol,1591.0,43358.0,1st owner,744000,14545.0,True,Yes,MH04,2017 Hyundai Creta E PLUS 1.6 PETROL
2396,Hyundai,i10 MAGNA 1.1,Manual,2015.0,Petrol,1086.0,22249.0,1st owner,292000,5709.0,True,Yes,MH02,2015 Hyundai i10 MAGNA 1.1
2397,Maruti,Swift Dzire ZXI,Manual,2017.0,Petrol,1197.0,34196.0,1st owner,524000,10250.0,True,Yes,MH02,2017 Maruti Swift Dzire ZXI
2398,Maruti,S Cross ALPHA AT SMART HYBRID,Automatic,2020.0,Petrol,1462.0,29708.0,1st owner,1006000,19148.0,True,No,MH40,2020 Maruti S Cross ALPHA AT SMART HYBRID
2399,Honda,City 1.5L I-VTEC ZX CVT,Automatic,2021.0,Petrol,1498.0,22827.0,1st owner,1238000,23572.0,True,No,MH02,2021 Honda City 1.5L I-VTEC ZX CVT
2400,Maruti,New Wagon-R VXI 1.2,Manual,2019.0,Petrol,1197.0,11829.0,2nd owner,443000,8653.0,True,No,MH08,2019 Maruti New Wagon-R VXI 1.2
2401,Maruti,Swift Dzire VXI,Manual,2014.0,Petrol,1197.0,42022.0,1st owner,387000,8619.0,True,Yes,MH03,2014 Maruti Swift Dzire VXI
2402,Maruti,Ciaz VXI,Manual,2016.0,Petrol,1373.0,99639.0,1st owner,454000,8880.0,True,No,MH43,2016 Maruti Ciaz VXI
2403,Maruti,Baleno DELTA PETROL 1.2,Manual,2017.0,Petrol,1197.0,29835.0,1st owner,525000,10264.0,True,No,MH02,2017 Maruti Baleno DELTA PETROL 1.2
2404,Hyundai,VENUE S 1.0 TURBO IMT,Manual,2021.0,Petrol,998.0,49880.0,1st owner,782000,15288.0,True,Yes,MH03,2021 Hyundai VENUE S 1.0 TURBO IMT
2405,Honda,City 1.5L I-VTEC SV CVT,Automatic,2014.0,Petrol,1497.0,45962.0,2nd owner,476000,10578.0,True,No,MH02,2014 Honda City 1.5L I-VTEC SV CVT
2406,Maruti,Celerio VXI CNG,Manual,2017.0,CNG,998.0,79682.0,1st owner,395000,7722.0,True,Yes,MH46,2017 Maruti Celerio VXI CNG
2407,Hyundai,Elite i20 SPORTZ 1.2,Manual,2017.0,Petrol,1197.0,41858.0,2nd owner,469000,9169.0,True,No,MH01,2017 Hyundai Elite i20 SPORTZ 1.2
2408,Hyundai,Creta BASE 1.6 PETROL,Manual,2016.0,Petrol,1591.0,53911.0,1st owner,607000,11867.0,True,No,MH03,2016 Hyundai Creta BASE 1.6 PETROL
2409,Hyundai,Xcent S 1.2,Manual,2014.0,Petrol,1197.0,36391.0,1st owner,377000,8376.0,True,Yes,MH01,2014 Hyundai Xcent S 1.2
2410,Toyota,YARIS VX MT,Manual,2018.0,Petrol,1496.0,30509.0,2nd owner,783000,15308.0,True,No,MH03,2018 Toyota YARIS VX MT
2411,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2020.0,Petrol,1353.0,65672.0,1st owner,1292000,24592.0,True,Yes,MH01,2020 KIA SELTOS GTX PLUS DCT 1.4 PETROL
2412,Maruti,Ertiga VDI,Manual,2014.0,Diesel,1248.0,119998.0,2nd owner,567000,14931.0,True,No,MH48,2014 Maruti Ertiga VDI
2413,Tata,Safari XZ PLUS DARK EDITION,Manual,2022.0,Diesel,1956.0,12384.0,1st owner,1912000,36393.0,True,No,MH04,2022 Tata Safari XZ PLUS DARK EDITION
2414,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2018.0,CNG,1197.0,32749.0,1st owner,452000,8839.0,True,Yes,MH05,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
2415,Honda,City 1.5L I-VTEC ZX,Manual,2020.0,Petrol,1498.0,27473.0,1st owner,977000,18596.0,True,Yes,MH27,2020 Honda City 1.5L I-VTEC ZX
2416,Honda,City 1.5L I-VTEC V MT,Manual,2018.0,Petrol,1497.0,47801.0,1st owner,707000,13827.0,True,Yes,MH43,2018 Honda City 1.5L I-VTEC V MT
2417,Hyundai,Elite i20 ASTA 1.4 CRDI (O),Manual,2017.0,Diesel,1396.0,91079.0,1st owner,612000,11961.0,True,Yes,MH03,2017 Hyundai Elite i20 ASTA 1.4 CRDI (O)
2418,Maruti,XL6 ALPHA MT,Manual,2021.0,Petrol,1462.0,48740.0,1st owner,1006000,19148.0,True,Yes,MH03,2021 Maruti XL6 ALPHA MT
