,brand,model,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
379,Hyundai,i20 SPORTZ 1.2,Manual,2014.0,Petrol,1197.0,33251.0,1st owner,389000,8664.0,True,No,DL7C,2014 Hyundai i20 SPORTZ 1.2
380,Hyundai,XCENT PRIME 	T+ CNG,Manual,2021.0,CNG,1197.0,30541.0,1st owner,631000,12336.0,True,No,DL5C,2021 Hyundai XCENT PRIME 	T+ CNG
382,Maruti,Ciaz ALPHA 1.4 PETROL,Manual,2017.0,Petrol,1373.0,43537.0,1st owner,647000,12647.0,True,No,HR26,2017 Maruti Ciaz ALPHA 1.4 PETROL
383,Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017.0,Petrol,1591.0,76048.0,2nd owner,828000,15760.0,True,No,DL8C,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
384,Maruti,IGNIS ALPHA 1.2,Manual,2018.0,Petrol,1197.0,31802.0,1st owner,555000,10848.0,True,Yes,HR26,2018 Maruti IGNIS ALPHA 1.2
385,Maruti,New Wagon-R ZXI 1.2,Manual,2022.0,Petrol,1197.0,13103.0,1st owner,568000,11105.0,True,Yes,DL11,2022 Maruti New Wagon-R ZXI 1.2
386,Maruti,New Wagon-R VXI CNG 1.0,Manual,2022.0,CNG,998.0,38261.0,1st owner,616000,12040.0,True,Yes,HR13,2022 Maruti New Wagon-R VXI CNG 1.0
387,Maruti,Celerio VXI,Manual,2019.0,Petrol,998.0,63194.0,1st owner,394000,7703.0,True,No,HR29,2019 Maruti Celerio VXI
388,KIA,SELTOS GTX PLUS AT 1.5 DIESEL,Automatic,2021.0,Diesel,1493.0,66666.0,1st owner,1492000,28399.0,True,Yes,UP14,2021 KIA SELTOS GTX PLUS AT 1.5 DIESEL
389,Maruti,Wagon R 1.0 LXI,Manual,2014.0,Petrol,998.0,32631.0,1st owner,288000,6403.0,True,No,DL2C,2014 Maruti Wagon R 1.0 LXI
390,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Manual,2022.0,Petrol,1197.0,33898.0,1st owner,651000,12731.0,True,No,UP14,2022 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT
391,Maruti,Wagon R 1.0 LXI CNG,Manual,2018.0,CNG,998.0,80107.0,3rd owner,394000,7703.0,True,No,DL2C,2018 Maruti Wagon R 1.0 LXI CNG
392,Renault,Kwid RXT 1.0,Manual,2022.0,Petrol,999.0,15362.0,1st owner,408000,7969.0,True,No,DL7C,2022 Renault Kwid RXT 1.0
393,Maruti,Wagon R 1.0 LXI,Manual,2014.0,Petrol,998.0,64539.0,2nd owner,236000,5250.0,True,No,DL2C,2014 Maruti Wagon R 1.0 LXI
395,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2015.0,Petrol,1197.0,99453.0,1st owner,339000,6628.0,True,No,DL3C,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
396,Honda,City 1.5L I-VTEC SV CVT,Automatic,2014.0,Petrol,1497.0,47445.0,2nd owner,472000,10510.0,True,Yes,DL4C,2014 Honda City 1.5L I-VTEC SV CVT
397,Maruti,Baleno ZETA PETROL 1.2,Manual,2019.0,Petrol,1197.0,30890.0,2nd owner,582000,11373.0,True,Yes,HR30,2019 Maruti Baleno ZETA PETROL 1.2
398,Honda,City 1.5L I-VTEC VX CVT,Automatic,2019.0,Petrol,1497.0,68275.0,1st owner,892000,16978.0,True,Yes,UP16,2019 Honda City 1.5L I-VTEC VX CVT
399,Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2019.0,Petrol,1497.0,98296.0,2nd owner,616000,12043.0,True,No,UP81,2019 Ford Ecosport TITANIUM 1.5L PETROL
400,Hyundai,i20 SPORTZ 1.2,Manual,2011.0,Petrol,1197.0,89562.0,2nd owner,230000,10827.0,True,No,DL2C,2011 Hyundai i20 SPORTZ 1.2
401,Renault,Kwid RXT 1.0 (O),Manual,2022.0,Petrol,999.0,7168.0,1st owner,421000,8222.0,True,No,DL3C,2022 Renault Kwid RXT 1.0 (O)
402,Renault,Kwid RXT 1.0 (O),Manual,2019.0,Petrol,999.0,34562.0,1st owner,364000,7112.0,True,No,HR51,2019 Renault Kwid RXT 1.0 (O)
403,Honda,City 1.5L I-VTEC S MT,Manual,2011.0,Petrol,1497.0,61297.0,1st owner,234000,11015.0,True,No,UP16,2011 Honda City 1.5L I-VTEC S MT
404,Tata,NEXON XZ PLUS PETROL,Manual,2020.0,Petrol,1199.0,62836.0,1st owner,763000,14921.0,True,No,HR26,2020 Tata NEXON XZ PLUS PETROL
405,Tata,Tiago XZ PETROL,Manual,2021.0,Petrol,1199.0,47603.0,1st owner,530000,10357.0,True,Yes,UP37,2021 Tata Tiago XZ PETROL
406,Maruti,Ciaz VXI+,Manual,2015.0,Petrol,1373.0,119079.0,1st owner,427000,9498.0,True,No,DL3C,2015 Maruti Ciaz VXI+
407,Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2020.0,Petrol,998.0,41307.0,2nd owner,477000,9318.0,True,Yes,DL9C,2020 Maruti New Wagon-R VXI 1.0 AMT
408,Nissan,MAGNITE XV PREMIUM TURBO,Manual,2022.0,Petrol,999.0,26583.0,1st owner,874000,16639.0,True,No,HR26,2022 Nissan MAGNITE XV PREMIUM TURBO
409,Tata,Tiago XZ PLUS PETROL,Manual,2021.0,Petrol,1199.0,19878.0,1st owner,574000,11231.0,True,Yes,DL10,2021 Tata Tiago XZ PLUS PETROL
410,Maruti,Ciaz VXI,Manual,2015.0,Petrol,1373.0,56050.0,1st owner,512000,10017.0,True,Yes,DL8C,2015 Maruti Ciaz VXI
411,Maruti,New Wagon-R ZXI 1.2,Manual,2019.0,Petrol,1197.0,34898.0,1st owner,474000,9267.0,True,Yes,DL8C,2019 Maruti New Wagon-R ZXI 1.2
412,Hyundai,Verna FLUIDIC 1.6 VTVT EX,Manual,2012.0,Petrol,1591.0,38005.0,1st owner,356000,11826.0,True,Yes,DL12,2012 Hyundai Verna FLUIDIC 1.6 VTVT EX
413,Renault,TRIBER RXL MT,Manual,2022.0,Petrol,999.0,21089.0,1st owner,613000,11981.0,True,No,DL10,2022 Renault TRIBER RXL MT
414,Hyundai,Creta SX (O) 1.4 TURBO DCT,Automatic,2020.0,Petrol,1353.0,57541.0,1st owner,1438000,27371.0,True,Yes,DL7C,2020 Hyundai Creta SX (O) 1.4 TURBO DCT
415,Renault,Kwid RXT 1.0 AMT (O),Automatic,2020.0,Petrol,999.0,12381.0,1st owner,399000,7810.0,True,No,DL9C,2020 Renault Kwid RXT 1.0 AMT (O)
416,Maruti,Baleno DELTA PETROL 1.2,Manual,2020.0,Petrol,1197.0,38482.0,1st owner,602000,11766.0,True,No,UP16,2020 Maruti Baleno DELTA PETROL 1.2
417,Maruti,S PRESSO VXI+,Manual,2020.0,Petrol,998.0,30057.0,1st owner,403000,7878.0,True,Yes,DL2C,2020 Maruti S PRESSO VXI+
418,Honda,City 1.5L I-VTEC V MT,Manual,2015.0,Petrol,1497.0,89726.0,1st owner,523000,10225.0,True,Yes,DL4C,2015 Honda City 1.5L I-VTEC V MT
419,Maruti,Baleno DELTA PETROL 1.2,Manual,2021.0,Petrol,1197.0,20120.0,1st owner,644000,12582.0,True,Yes,UP16,2021 Maruti Baleno DELTA PETROL 1.2
420,Honda,Brio VX MT,Manual,2015.0,Petrol,1198.0,96395.0,1st owner,327000,6392.0,True,No,UP14,2015 Honda Brio VX MT
421,Hyundai,i20 MAGNA 1.2,Manual,2011.0,Petrol,1197.0,97272.0,1st owner,189000,8897.0,True,No,HR26,2011 Hyundai i20 MAGNA 1.2
422,Maruti,Baleno ZETA PETROL 1.2,Manual,2016.0,Petrol,1197.0,58639.0,2nd owner,459000,8976.0,True,No,DL2C,2016 Maruti Baleno ZETA PETROL 1.2
423,Maruti,Baleno DELTA PETROL 1.2,Manual,2020.0,Petrol,1197.0,31279.0,1st owner,602000,11767.0,True,No,HR26,2020 Maruti Baleno DELTA PETROL 1.2
424,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2015.0,Petrol,1197.0,99108.0,1st owner,322000,6295.0,True,Yes,DL12,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
425,Hyundai,Xcent S 1.2,Manual,2018.0,CNG,1197.0,90833.0,1st owner,462000,9032.0,True,Yes,HR51,2018 Hyundai Xcent S 1.2
427,Tata,NEXON XZ PLUS (O) PETROL DARK EDITION,Manual,2022.0,Petrol,1199.0,26202.0,1st owner,1038000,19750.0,True,No,HR26,2022 Tata NEXON XZ PLUS (O) PETROL DARK EDITION
428,Maruti,Wagon R Stingray VXI,Manual,2015.0,Petrol,998.0,66325.0,1st owner,312000,6092.0,True,No,DL9C,2015 Maruti Wagon R Stingray VXI
429,Mahindra,XUV500 W9,Manual,2019.0,Diesel,2179.0,42625.0,2nd owner,1055000,22938.0,True,No,UP14,2019 Mahindra XUV500 W9
430,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2019.0,Petrol,998.0,72340.0,1st owner,877000,16695.0,True,No,HR26,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT
431,Maruti,Baleno DELTA PETROL 1.2,Manual,2020.0,Petrol,1197.0,60937.0,1st owner,589000,11511.0,True,Yes,DL8C,2020 Maruti Baleno DELTA PETROL 1.2
432,Maruti,Baleno ZETA PETROL 1.2,Manual,2020.0,Petrol,1197.0,35495.0,1st owner,659000,12884.0,True,Yes,HR26,2020 Maruti Baleno ZETA PETROL 1.2
433,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2016.0,Petrol,1197.0,22581.0,1st owner,391000,7642.0,True,Yes,DL1C,2016 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
434,Honda,City 1.5L I-VTEC VX CVT,Automatic,2016.0,Petrol,1497.0,30591.0,1st owner,729000,14252.0,True,No,HR26,2016 Honda City 1.5L I-VTEC VX CVT
435,Hyundai,Elite i20 SPORTZ 1.2,Manual,2017.0,Petrol,1197.0,47327.0,2nd owner,502000,9823.0,True,No,UP14,2017 Hyundai Elite i20 SPORTZ 1.2
436,Maruti,Ritz VXI,Manual,2011.0,Petrol,1197.0,43560.0,1st owner,185000,8709.0,True,No,DL9C,2011 Maruti Ritz VXI
437,Maruti,S PRESSO VXI+,Manual,2020.0,Petrol,998.0,18518.0,1st owner,408000,7985.0,True,No,HR26,2020 Maruti S PRESSO VXI+
438,Maruti,New Wagon-R LXI 1.0,Manual,2020.0,Petrol,998.0,54209.0,1st owner,451000,8826.0,True,No,HR26,2020 Maruti New Wagon-R LXI 1.0
439,Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2023.0,Petrol,1197.0,12061.0,1st owner,1128000,21467.0,True,No,UP65,2023 Mahindra XUV300 W8 (O) 1.2 PETROL
440,Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017.0,Petrol,1591.0,41908.0,1st owner,849000,16160.0,True,Yes,DL5C,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
441,Hyundai,VENUE SX 1.0 TURBO,Manual,2020.0,Petrol,998.0,49650.0,1st owner,860000,16369.0,True,No,DL5C,2020 Hyundai VENUE SX 1.0 TURBO
442,Renault,TRIBER RXZ AMT,Automatic,2020.0,Petrol,999.0,13341.0,1st owner,664000,12991.0,True,No,HR26,2020 Renault TRIBER RXZ AMT
443,Renault,Kwid CLIMBER 1.0 (O),Manual,2022.0,Petrol,999.0,15517.0,1st owner,432000,8446.0,True,Yes,DL10,2022 Renault Kwid CLIMBER 1.0 (O)
444,Maruti,Swift VXI,Manual,2011.0,Petrol,1197.0,48906.0,1st owner,222000,10450.0,True,No,DL2C,2011 Maruti Swift VXI
445,Maruti,S PRESSO VXI+,Manual,2022.0,Petrol,998.0,21688.0,2nd owner,405000,7910.0,True,No,HR26,2022 Maruti S PRESSO VXI+
446,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2016.0,Petrol,1197.0,97502.0,1st owner,396000,7739.0,True,No,DL12,2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
447,Tata,NEXON XZA PLUS PETROL,Automatic,2021.0,Petrol,1199.0,36520.0,1st owner,888000,16898.0,True,No,UP16,2021 Tata NEXON XZA PLUS PETROL
448,Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017.0,Petrol,1591.0,83038.0,1st owner,715000,13980.0,True,No,DL8C,2017 Hyundai Creta E PLUS 1.6 PETROL
449,KIA,SONET GTX PLUS 1.0 IMT,Manual,2022.0,Petrol,998.0,22732.0,1st owner,1084000,20633.0,True,No,UP32,2022 KIA SONET GTX PLUS 1.0 IMT
450,Maruti,Wagon R 1.0 VXI,Manual,2017.0,Petrol,998.0,43683.0,2nd owner,337000,6586.0,True,No,DL2C,2017 Maruti Wagon R 1.0 VXI
451,KIA,SELTOS HTK PLUS AT 1.5 DIESEL,Automatic,2020.0,Diesel,1493.0,82433.0,1st owner,1036000,19719.0,True,No,HR51,2020 KIA SELTOS HTK PLUS AT 1.5 DIESEL
452,Maruti,Baleno DELTA PETROL 1.2,Manual,2017.0,Petrol,1197.0,84098.0,1st owner,444000,8680.0,True,No,DL12,2017 Maruti Baleno DELTA PETROL 1.2
453,Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2019.0,Diesel,1498.0,71456.0,1st owner,695000,15467.0,True,No,HR51,2019 Ford Ecosport TITANIUM 1.5L DIESEL
454,Tata,Tiago XZ PLUS CNG,Manual,2022.0,CNG,1199.0,22213.0,1st owner,675000,13196.0,True,Yes,DL9C,2022 Tata Tiago XZ PLUS CNG
455,Hyundai,Xcent E+,Manual,2017.0,Petrol,1197.0,50492.0,2nd owner,400000,7820.0,True,No,HR29,2017 Hyundai Xcent E+
456,Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017.0,Petrol,1591.0,74436.0,1st owner,817000,15551.0,True,Yes,DL4C,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
457,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2013.0,Petrol,1197.0,71347.0,2nd owner,281000,7396.0,True,No,HR26,2013 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
458,Renault,TRIBER RXT,Manual,2020.0,Petrol,999.0,29244.0,1st owner,543000,10621.0,True,No,HR72,2020 Renault TRIBER RXT
459,Honda,City 1.5L I-VTEC V MT,Manual,2015.0,Petrol,1497.0,48941.0,1st owner,573000,11209.0,True,No,HR26,2015 Honda City 1.5L I-VTEC V MT
460,Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2019.0,Diesel,1498.0,68051.0,1st owner,703000,15638.0,True,No,HR26,2019 Ford Ecosport TITANIUM 1.5L DIESEL
461,Honda,Amaze 1.2L I-VTEC S AT,Automatic,2014.0,Petrol,1198.0,75833.0,1st owner,369000,8208.0,True,No,DL14,2014 Honda Amaze 1.2L I-VTEC S AT
462,Maruti,XL6 ZETA AT,Automatic,2021.0,Petrol,1462.0,27739.0,1st owner,1037000,19735.0,True,No,HR29,2021 Maruti XL6 ZETA AT
463,Maruti,Celerio ZXI AMT,Automatic,2016.0,Petrol,998.0,84574.0,1st owner,374000,7322.0,True,Yes,DL1C,2016 Maruti Celerio ZXI AMT
464,Hyundai,NEW SANTRO MAGNA CNG,Manual,2019.0,CNG,1086.0,75012.0,1st owner,437000,8537.0,True,No,HR52,2019 Hyundai NEW SANTRO MAGNA CNG
465,Honda,City 1.5L I-VTEC VX,Manual,2016.0,Petrol,1497.0,91272.0,2nd owner,606000,11849.0,True,Yes,DL10,2016 Honda City 1.5L I-VTEC VX
466,Maruti,Celerio ZXI AMT (O),Automatic,2017.0,Petrol,998.0,43600.0,1st owner,473000,9241.0,True,No,HR26,2017 Maruti Celerio ZXI AMT (O)
467,Maruti,Swift VXI,Manual,2011.0,Petrol,1197.0,28823.0,1st owner,223000,10513.0,True,No,DL1C,2011 Maruti Swift VXI
468,Honda,Brio VX MT,Manual,2013.0,Petrol,1198.0,78963.0,2nd owner,252000,6648.0,True,Yes,HR51,2013 Honda Brio VX MT
469,Maruti,Ciaz ZETA 1.4  AT PETROL,Automatic,2017.0,Petrol,1373.0,91712.0,1st owner,596000,11643.0,True,No,DL8C,2017 Maruti Ciaz ZETA 1.4  AT PETROL
470,Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2022.0,Petrol,998.0,22666.0,1st owner,574000,11222.0,True,No,DL14,2022 Maruti New Wagon-R VXI 1.0 AMT
471,Ford,Ecosport TITANIUM 1.5L PETROL AT,Automatic,2017.0,Petrol,1499.0,48832.0,1st owner,605000,11832.0,True,Yes,HR51,2017 Ford Ecosport TITANIUM 1.5L PETROL AT
472,Maruti,Baleno DELTA PETROL 1.2,Manual,2017.0,Petrol,1197.0,31714.0,1st owner,485000,9482.0,True,No,DL2C,2017 Maruti Baleno DELTA PETROL 1.2
473,Maruti,Celerio ZXI AMT,Automatic,2016.0,Petrol,998.0,65734.0,1st owner,386000,7537.0,True,No,UP14,2016 Maruti Celerio ZXI AMT
474,Maruti,Ciaz ZETA 1.4  AT PETROL,Automatic,2017.0,Petrol,1373.0,93032.0,2nd owner,527000,10296.0,True,No,DL2C,2017 Maruti Ciaz ZETA 1.4  AT PETROL
475,Maruti,Baleno ZETA PETROL 1.2,Manual,2017.0,Petrol,1197.0,29508.0,2nd owner,511000,9999.0,True,Yes,DL9C,2017 Maruti Baleno ZETA PETROL 1.2
476,Maruti,Swift VXI,Manual,2011.0,Petrol,1197.0,28799.0,1st owner,222000,10456.0,True,No,HR26,2011 Maruti Swift VXI
477,Tata,Tiago XT CNG,Manual,2022.0,CNG,1199.0,19968.0,1st owner,626000,12238.0,True,No,HR98,2022 Tata Tiago XT CNG
478,Maruti,Dzire ZXI AMT,Automatic,2019.0,Petrol,1197.0,80225.0,1st owner,628000,12278.0,True,No,DL8C,2019 Maruti Dzire ZXI AMT
480,Renault,Kwid RXT 1.0 AMT (O),Automatic,2020.0,Petrol,999.0,52957.0,1st owner,397000,7761.0,True,No,DL3C,2020 Renault Kwid RXT 1.0 AMT (O)
481,Tata,Tiago XT CNG,Manual,2022.0,CNG,1199.0,12693.0,1st owner,624000,12199.0,True,Yes,DL5C,2022 Tata Tiago XT CNG
482,Maruti,S PRESSO LXI,Manual,2020.0,Petrol,998.0,39602.0,1st owner,344000,6731.0,True,No,UP16,2020 Maruti S PRESSO LXI
483,Maruti,Swift Dzire VXI,Manual,2012.0,Petrol,1197.0,54388.0,1st owner,280000,9291.0,True,No,DL3C,2012 Maruti Swift Dzire VXI
484,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,Manual,2018.0,Petrol,1462.0,76461.0,2nd owner,687000,13434.0,True,No,UP16,2018 Maruti Ciaz ALPHA 1.5 SHVS PETROL
485,Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,2022.0,Petrol,1197.0,13045.0,1st owner,1127000,21451.0,True,Yes,HR51,2022 Mahindra XUV300 W8 (O) 1.2 PETROL AMT
486,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2018.0,Petrol,1197.0,54458.0,2nd owner,522000,10211.0,True,No,HR87,2018 Maruti Baleno ZETA CVT PETROL 1.2
487,Maruti,Ciaz DELTA AT 1.5 SHVS PETROL,Automatic,2019.0,Petrol,1462.0,31561.0,1st owner,761000,14880.0,True,No,UP14,2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL
488,Maruti,Baleno DELTA PETROL 1.2,Manual,2021.0,Petrol,1197.0,33986.0,1st owner,644000,12582.0,True,Yes,UP14,2021 Maruti Baleno DELTA PETROL 1.2
489,Maruti,XL6 ZETA AT,Automatic,2019.0,Petrol,1462.0,54342.0,1st owner,921000,17530.0,True,No,HR70,2019 Maruti XL6 ZETA AT
490,Tata,TIGOR XZ PLUS CNG,Manual,2022.0,CNG,1199.0,39086.0,1st owner,747000,14607.0,True,Yes,DL14,2022 Tata TIGOR XZ PLUS CNG
491,MG,HECTOR SHARP 2.0 DIESEL,Manual,2021.0,Diesel,1956.0,64687.0,1st owner,1548000,29465.0,True,No,HR26,2021 MG HECTOR SHARP 2.0 DIESEL
492,Maruti,Baleno ZETA PETROL 1.2,Manual,2020.0,Petrol,1197.0,51871.0,2nd owner,610000,11933.0,True,No,HR26,2020 Maruti Baleno ZETA PETROL 1.2
493,Maruti,Baleno DELTA CVT PETROL 1.2,Automatic,2018.0,Petrol,1197.0,70318.0,1st owner,509000,9954.0,True,No,DL6C,2018 Maruti Baleno DELTA CVT PETROL 1.2
494,Hyundai,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,Manual,2020.0,Petrol,1197.0,20631.0,2nd owner,531000,10381.0,True,Yes,DL8C,2020 Hyundai GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT
495,Maruti,Wagon R 1.0 LXI,Manual,2012.0,Petrol,998.0,32697.0,1st owner,216000,7184.0,True,No,DL12,2012 Maruti Wagon R 1.0 LXI
496,Maruti,Baleno DELTA PETROL 1.2,Manual,2015.0,Petrol,1197.0,69308.0,1st owner,416000,8135.0,True,Yes,DL12,2015 Maruti Baleno DELTA PETROL 1.2
497,Maruti,Celerio VXI AMT,Automatic,2015.0,Petrol,998.0,64427.0,2nd owner,324000,6326.0,True,Yes,UP14,2015 Maruti Celerio VXI AMT
498,Maruti,Wagon R 1.0 VXI,Manual,2014.0,Petrol,998.0,65948.0,2nd owner,268000,5972.0,True,Yes,DL2C,2014 Maruti Wagon R 1.0 VXI
499,Honda,City 1.5L I-VTEC V MT,Manual,2014.0,Petrol,1497.0,50829.0,1st owner,497000,11045.0,True,No,HR26,2014 Honda City 1.5L I-VTEC V MT
500,Hyundai,i20 MAGNA 1.2,Manual,2011.0,Petrol,1197.0,34169.0,1st owner,215000,10121.0,True,No,DL3C,2011 Hyundai i20 MAGNA 1.2
501,Toyota,Etios V,Manual,2011.0,Petrol,1496.0,83914.0,1st owner,212000,9980.0,True,Yes,DL7C,2011 Toyota Etios V
502,Maruti,Ciaz VXI+,Manual,2015.0,Petrol,1373.0,109884.0,1st owner,424000,9432.0,True,No,DL14,2015 Maruti Ciaz VXI+
503,Renault,Kwid CLIMBER 1.0 (O),Manual,2020.0,Petrol,999.0,35932.0,1st owner,408000,7970.0,True,No,UP14,2020 Renault Kwid CLIMBER 1.0 (O)
504,Maruti,Celerio ZXI AMT (O),Automatic,2017.0,Petrol,998.0,41900.0,1st owner,396000,7736.0,True,No,UP14,2017 Maruti Celerio ZXI AMT (O)
505,Renault,Kwid CLIMBER 1.0 AMT (O),Automatic,2020.0,Petrol,999.0,21527.0,2nd owner,418000,8177.0,True,No,DL7C,2020 Renault Kwid CLIMBER 1.0 AMT (O)
506,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,2014.0,Petrol,1197.0,80495.0,2nd owner,360000,8014.0,True,Yes,DL10,2014 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT
507,Maruti,Swift VXI,Manual,2013.0,Petrol,1197.0,82502.0,1st owner,281000,7406.0,True,No,HR51,2013 Maruti Swift VXI
508,Hyundai,i20 SPORTZ 1.2,Manual,2011.0,Petrol,1197.0,82650.0,1st owner,209000,9856.0,True,Yes,HR26,2011 Hyundai i20 SPORTZ 1.2
509,Maruti,S PRESSO VXI PLUS AMT,Automatic,2021.0,Petrol,998.0,27180.0,1st owner,466000,9104.0,True,No,DL9C,2021 Maruti S PRESSO VXI PLUS AMT
510,Honda,WR-V 1.5L I-DTEC VX MT,Manual,2020.0,Diesel,1498.0,45972.0,1st owner,692000,13525.0,True,No,HR26,2020 Honda WR-V 1.5L I-DTEC VX MT
511,Toyota,Etios Liva G,Manual,2013.0,Petrol,1197.0,103571.0,2nd owner,257000,6768.0,True,No,HR51,2013 Toyota Etios Liva G
512,Tata,NEXON XZ PLUS (O) PETROL DARK EDITION,Manual,2022.0,Petrol,1199.0,14842.0,1st owner,1002000,19080.0,True,No,DL3C,2022 Tata NEXON XZ PLUS (O) PETROL DARK EDITION
513,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2017.0,Petrol,1197.0,40326.0,2nd owner,522000,10202.0,True,Yes,DL8C,2017 Maruti Baleno ZETA CVT PETROL 1.2
514,Hyundai,i20 SPORTZ 1.2,Manual,2011.0,Petrol,1197.0,71630.0,1st owner,209000,9838.0,True,Yes,DL3C,2011 Hyundai i20 SPORTZ 1.2
515,Honda,Amaze 1.2L I-VTEC S,Manual,2015.0,Petrol,1198.0,95876.0,1st owner,328000,6412.0,True,No,DL2C,2015 Honda Amaze 1.2L I-VTEC S
516,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2018.0,Petrol,1197.0,37067.0,1st owner,608000,11879.0,True,Yes,UP32,2018 Maruti Baleno ZETA CVT PETROL 1.2
517,Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021.0,Petrol,998.0,50568.0,1st owner,881000,16769.0,True,No,DL7C,2021 Hyundai VENUE SX 1.0 TURBO IMT
518,Maruti,Ritz LXI,Manual,2011.0,Petrol,1197.0,41391.0,1st owner,181000,8520.0,True,No,DL1C,2011 Maruti Ritz LXI
519,Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2020.0,Petrol,1197.0,31607.0,1st owner,859000,16350.0,True,No,HR26,2020 Mahindra XUV300 W8 (O) 1.2 PETROL
520,Hyundai,Creta EX 1.6 PETROL,Manual,2019.0,Petrol,1591.0,19577.0,1st owner,926000,17626.0,True,No,HR26,2019 Hyundai Creta EX 1.6 PETROL
521,Tata,NEXON XZ PLUS PETROL SUNROOF,Manual,2022.0,Petrol,1199.0,42490.0,1st owner,975000,18558.0,True,Yes,UP16,2022 Tata NEXON XZ PLUS PETROL SUNROOF
522,Mahindra,XUV300 W8 1.5 DIESEL AMT,Automatic,2020.0,Diesel,1497.0,64788.0,1st owner,883000,16803.0,True,No,HR51,2020 Mahindra XUV300 W8 1.5 DIESEL AMT
523,Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2016.0,Petrol,1499.0,92575.0,1st owner,517000,10113.0,True,Yes,UP16,2016 Ford Ecosport TITANIUM 1.5L PETROL
524,Maruti,XL6 ZETA MT,Manual,2022.0,Petrol,1462.0,16405.0,1st owner,1060000,20176.0,True,No,HR51,2022 Maruti XL6 ZETA MT
525,Maruti,New Wagon-R LXI CNG (O) 1.0,Manual,2020.0,CNG,998.0,67693.0,1st owner,504000,9853.0,True,No,HR51,2020 Maruti New Wagon-R LXI CNG (O) 1.0
526,Maruti,New Wagon-R LXI 1.0,Manual,2022.0,Petrol,998.0,24887.0,1st owner,520000,10157.0,True,No,HR72,2022 Maruti New Wagon-R LXI 1.0
527,Maruti,Ciaz ZETA 1.4  AT PETROL,Automatic,2018.0,Petrol,1373.0,119997.0,1st owner,643000,14313.0,True,Yes,UP16,2018 Maruti Ciaz ZETA 1.4  AT PETROL
528,Maruti,Baleno DELTA PETROL 1.2,Manual,2015.0,Petrol,1197.0,75397.0,1st owner,406000,7933.0,True,No,DL12,2015 Maruti Baleno DELTA PETROL 1.2
529,Hyundai,Grand i10 MAGNA AT 1.2 KAPPA VTVT,Automatic,2016.0,Petrol,1197.0,25133.0,2nd owner,424000,8296.0,True,No,HR26,2016 Hyundai Grand i10 MAGNA AT 1.2 KAPPA VTVT
530,Maruti,Celerio X ZXI (O) AMT,Automatic,2018.0,Petrol,998.0,54534.0,2nd owner,412000,8050.0,True,No,UP14,2018 Maruti Celerio X ZXI (O) AMT
